ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered%,Weight_in_gms,Reached.on.Time_Y.N,Final_Price,Delivery_Status,Product_Tier,Shipment_Date,Discount_Amount
2371,D,Ship,4,4,161,4,low,F,14,1194,1,138.46,On Time,Low,2023-05-07,22.54
3989,C,Flight,3,1,155,3,medium,F,6,5113,1,145.7,On Time,Medium,2023-08-23,9.3
4227,A,Road,4,1,166,2,low,F,6,5737,0,156.04,Delayed,Low,2023-01-12,9.96
9127,D,Ship,5,1,140,8,medium,M,7,5437,0,130.2,Delayed,Medium,2023-11-13,9.8
8432,F,Ship,3,1,250,4,low,F,8,4028,1,230,On Time,Low,2023-12-29,20
8917,D,Flight,4,3,246,5,medium,M,10,1646,1,221.4,On Time,Medium,2023-05-16,24.6
3695,C,Flight,3,1,138,3,medium,F,7,5534,0,128.34,Delayed,Medium,2023-12-15,9.66
2413,D,Ship,3,2,254,2,medium,F,2,3239,1,248.92,On Time,Medium,2023-04-21,5.08
9733,D,Flight,3,5,252,3,medium,F,8,4557,1,231.84,On Time,Medium,2023-09-15,20.16
1272,F,Ship,5,3,236,6,medium,M,9,3715,1,214.76,On Time,Medium,2023-05-12,21.24
10152,F,Flight,5,4,235,5,low,F,8,1549,0,216.2,Delayed,Low,2023-09-11,18.8
5836,B,Ship,4,3,273,4,medium,F,1,4585,0,270.27,Delayed,Medium,2023-01-23,2.73
8242,B,Ship,4,5,208,3,low,F,8,4632,0,191.36,Delayed,Low,2023-04-21,16.64
3055,D,Ship,4,3,233,3,medium,M,26,2624,1,172.42,On Time,Medium,2023-11-23,60.58
9340,B,Ship,4,1,175,3,medium,M,2,5861,0,171.5,Delayed,Medium,2023-06-17,3.5
3901,D,Ship,3,2,220,3,medium,M,8,4148,0,202.4,Delayed,Medium,2023-05-31,17.6
6238,B,Ship,3,3,238,2,medium,F,4,4206,0,228.48,Delayed,Medium,2023-06-18,9.52
8602,B,Ship,4,5,228,5,low,M,5,1373,1,216.6,On Time,Low,2023-04-22,11.4
6092,F,Ship,3,3,225,4,low,F,9,5468,1,204.75,On Time,Low,2023-11-11,20.25
2299,D,Ship,4,5,132,4,medium,F,28,1715,1,95.04,On Time,Medium,2023-03-22,36.96
6922,B,Ship,5,3,252,2,medium,M,9,1809,0,229.32,Delayed,Medium,2023-10-27,22.68
3527,C,Ship,3,1,223,4,low,M,1,4195,0,220.77,Delayed,Low,2023-01-29,2.23
5593,D,Road,4,4,264,4,medium,M,9,5186,0,240.24,Delayed,Medium,2023-04-20,23.76
7227,A,Ship,4,1,193,3,medium,F,9,5354,0,175.63,Delayed,Medium,2023-03-28,17.37
4915,D,Road,4,4,212,2,medium,M,8,4239,0,195.04,Delayed,Medium,2023-07-23,16.96
4199,C,Ship,4,3,200,4,medium,F,7,4953,1,186,On Time,Medium,2023-05-29,14
6946,B,Ship,4,1,219,3,low,F,5,5632,0,208.05,Delayed,Low,2023-03-02,10.95
5700,F,Ship,3,1,170,2,low,F,2,5662,1,166.6,On Time,Low,2023-09-14,3.4
3823,D,Road,3,5,163,3,low,M,5,4570,0,154.85,Delayed,Low,2023-11-09,8.15
10243,D,Ship,4,2,160,3,low,M,5,4492,0,152,Delayed,Low,2023-03-22,8
5233,D,Ship,3,3,259,3,medium,F,4,4259,0,248.64,Delayed,Medium,2023-12-03,10.36
7672,B,Flight,5,5,232,5,medium,F,6,1246,0,218.08,Delayed,Medium,2023-05-13,13.92
7366,B,Ship,5,5,258,4,high,F,5,4562,0,245.1,Delayed,High,2023-04-30,12.9
10165,D,Ship,4,3,147,2,low,M,2,5431,0,144.06,Delayed,Low,2023-04-14,2.94
4389,A,Flight,5,4,175,4,low,M,4,4505,0,168,Delayed,Low,2023-06-23,7
7897,D,Ship,3,3,242,3,medium,F,8,5915,1,222.64,On Time,Medium,2023-12-12,19.36
8253,A,Ship,5,2,158,3,low,M,4,4324,0,151.68,Delayed,Low,2023-09-18,6.32
8843,C,Ship,3,1,211,3,medium,M,1,4889,1,208.89,On Time,Medium,2023-07-13,2.11
400,B,Road,3,1,220,2,high,F,40,3773,1,132,On Time,High,2023-08-18,88
3132,F,Road,4,1,232,3,medium,M,55,2686,1,104.4,On Time,Medium,2023-12-18,127.6
7563,A,Ship,4,4,171,2,low,M,7,5190,1,159.03,On Time,Low,2023-12-22,11.97
5762,F,Flight,7,3,244,5,medium,F,10,1913,1,219.6,On Time,Medium,2023-08-31,24.4
6194,F,Ship,4,4,133,4,high,F,10,5296,0,119.7,Delayed,High,2023-05-18,13.3
277,D,Flight,4,2,136,3,low,F,65,1962,1,47.6,On Time,Low,2023-03-09,88.4
1241,C,Flight,4,5,210,4,medium,F,28,3905,1,151.2,On Time,Medium,2023-12-01,58.8
4362,F,Road,5,1,172,5,medium,F,1,4730,0,170.28,Delayed,Medium,2023-05-19,1.72
392,F,Road,4,1,178,3,medium,F,63,1573,1,65.86,On Time,Medium,2023-02-19,112.14
732,F,Ship,6,5,113,3,high,F,35,1402,1,73.45,On Time,High,2023-09-25,39.55
1978,B,Ship,3,3,147,3,low,M,16,1563,1,123.48,On Time,Low,2023-05-12,23.52
4596,F,Ship,4,2,192,4,medium,F,2,5503,0,188.16,Delayed,Medium,2023-11-16,3.84
2359,D,Ship,3,2,213,2,low,M,22,3248,1,166.14,On Time,Low,2023-07-17,46.86
2575,D,Ship,4,1,189,2,medium,F,63,3474,1,69.93,On Time,Medium,2023-04-08,119.07
9480,F,Ship,4,3,250,2,high,F,10,4885,1,225,On Time,High,2023-03-15,25
4008,F,Ship,5,2,229,3,low,M,1,5189,1,226.71,On Time,Low,2023-02-26,2.29
7536,F,Flight,4,2,270,3,medium,F,4,5566,0,259.2,Delayed,Medium,2023-06-24,10.8
103,D,Ship,2,1,213,3,low,M,29,2732,1,151.23,On Time,Low,2023-12-02,61.77
6162,F,Flight,4,1,241,3,medium,M,6,4558,0,226.54,Delayed,Medium,2023-03-21,14.46
10780,B,Ship,5,2,269,5,medium,F,9,1165,0,244.79,Delayed,Medium,2023-12-12,24.21
2090,F,Ship,3,1,265,3,medium,F,61,3010,1,103.35,On Time,Medium,2023-08-02,161.65
4744,B,Ship,3,1,211,3,high,F,7,5178,0,196.23,Delayed,High,2023-07-08,14.77
2248,B,Ship,3,2,206,2,low,M,3,2261,1,199.82,On Time,Low,2023-07-03,6.18
4023,A,Ship,5,5,194,4,medium,F,4,4003,0,186.24,Delayed,Medium,2023-06-14,7.76
896,F,Ship,4,3,170,3,low,F,21,1588,1,134.3,On Time,Low,2023-09-15,35.7
2031,A,Road,4,5,266,3,medium,M,5,3718,1,252.7,On Time,Medium,2023-12-04,13.3
5305,D,Ship,4,5,183,2,medium,F,8,4422,0,168.36,Delayed,Medium,2023-03-18,14.64
2589,A,Road,3,1,197,2,low,M,4,3621,1,189.12,On Time,Low,2023-05-30,7.88
4060,B,Ship,4,3,261,3,medium,M,1,4590,0,258.39,Delayed,Medium,2023-03-24,2.61
7478,F,Ship,5,2,262,5,low,M,4,1509,1,251.52,On Time,Low,2023-10-14,10.48
6036,F,Flight,5,2,130,4,medium,F,1,1877,0,128.7,Delayed,Medium,2023-03-03,1.3
6816,F,Ship,4,1,255,5,low,F,4,1005,0,244.8,Delayed,Low,2023-08-24,10.2
7314,F,Ship,4,4,253,2,medium,F,5,5624,0,240.35,Delayed,Medium,2023-12-16,12.65
2531,C,Ship,4,1,141,2,low,F,23,1689,1,108.57,On Time,Low,2023-05-02,32.43
2460,F,Road,5,5,165,3,medium,F,32,1798,1,112.2,On Time,Medium,2023-06-03,52.8
5128,B,Ship,4,5,270,3,medium,F,2,5272,0,264.6,Delayed,Medium,2023-06-21,5.4
10443,A,Ship,4,3,264,6,medium,F,7,1178,1,245.52,On Time,Medium,2023-11-17,18.48
9842,F,Road,5,4,208,6,medium,M,8,5098,0,191.36,Delayed,Medium,2023-02-11,16.64
1920,F,Flight,3,3,161,3,low,F,24,1920,1,122.36,On Time,Low,2023-05-16,38.64
3821,C,Road,3,4,144,10,high,M,8,4440,0,132.48,Delayed,High,2023-01-04,11.52
3110,F,Ship,4,2,265,4,medium,F,40,2637,1,159,On Time,Medium,2023-05-29,106
6934,B,Ship,4,5,161,2,high,F,5,5133,1,152.95,On Time,High,2023-02-16,8.05
7834,B,Ship,3,1,140,2,low,F,8,5253,1,128.8,On Time,Low,2023-10-25,11.2
3284,F,Flight,2,2,155,3,low,M,1,5154,0,153.45,Delayed,Low,2023-08-07,1.55
8160,F,Ship,3,1,173,2,medium,F,4,5521,0,166.08,Delayed,Medium,2023-11-16,6.92
3987,A,Flight,3,2,227,2,medium,M,9,4659,0,206.57,Delayed,Medium,2023-09-02,20.43
10944,F,Road,5,3,261,5,medium,M,10,1434,1,234.9,On Time,Medium,2023-05-18,26.1
7831,D,Ship,4,5,149,2,low,M,2,5724,1,146.02,On Time,Low,2023-01-13,2.98
5535,A,Ship,6,1,271,4,low,F,9,1302,0,246.61,Delayed,Low,2023-09-19,24.39
8951,C,Ship,5,4,208,2,low,M,9,4569,0,189.28,Delayed,Low,2023-06-14,18.72
7911,A,Ship,4,4,254,3,low,M,7,5637,0,236.22,Delayed,Low,2023-02-17,17.78
2134,B,Ship,3,3,186,3,medium,M,49,2356,1,94.86,On Time,Medium,2023-10-25,91.14
3320,F,Ship,4,4,159,2,medium,F,6,5221,0,149.46,Delayed,Medium,2023-07-12,9.54
3408,F,Road,3,2,253,3,low,F,7,4915,0,235.29,Delayed,Low,2023-10-09,17.71
1717,D,Ship,6,1,222,5,medium,M,26,3137,1,164.28,On Time,Medium,2023-01-16,57.72
10965,A,Flight,5,3,224,5,low,M,5,1842,0,212.8,Delayed,Low,2023-01-04,11.2
4021,D,Ship,2,5,254,3,low,M,6,5684,0,238.76,Delayed,Low,2023-01-26,15.24
2214,F,Ship,3,1,256,2,medium,F,63,3046,1,94.72,On Time,Medium,2023-04-11,161.28
10248,F,Ship,4,3,195,3,medium,M,5,5863,0,185.25,Delayed,Medium,2023-02-23,9.75
5517,A,Ship,6,2,290,4,medium,M,2,1070,1,284.2,On Time,Medium,2023-02-02,5.8
7465,D,Ship,6,5,290,4,low,M,6,1929,0,272.6,Delayed,Low,2023-01-25,17.4
8474,F,Road,3,2,257,3,medium,M,2,5486,1,251.86,On Time,Medium,2023-04-11,5.14
9604,B,Flight,5,3,206,2,medium,M,7,4531,1,191.58,On Time,Medium,2023-05-31,14.42
1180,B,Ship,5,4,186,10,low,F,24,3621,1,141.36,On Time,Low,2023-09-28,44.64
5795,C,Ship,5,4,179,6,medium,F,8,4615,1,164.68,On Time,Medium,2023-04-11,14.32
1660,B,Flight,4,1,104,7,medium,F,52,1083,1,49.92,On Time,Medium,2023-06-05,54.08
6346,B,Ship,3,4,267,3,high,M,8,5337,1,245.64,On Time,High,2023-08-10,21.36
10181,C,Ship,5,5,263,5,medium,M,2,1417,0,257.74,Delayed,Medium,2023-11-26,5.26
9835,D,Ship,3,4,248,3,medium,M,7,5299,0,230.64,Delayed,Medium,2023-07-06,17.36
1487,C,Road,3,1,209,3,low,F,20,3181,1,167.2,On Time,Low,2023-01-13,41.8
4955,C,Ship,4,4,211,3,medium,M,5,4812,0,200.45,Delayed,Medium,2023-06-02,10.55
508,B,Ship,5,3,230,3,medium,F,3,2923,1,223.1,On Time,Medium,2023-02-26,6.9
9571,D,Road,4,4,146,2,medium,F,5,4356,0,138.7,Delayed,Medium,2023-05-09,7.3
10354,B,Ship,3,2,196,6,low,M,6,5414,0,184.24,Delayed,Low,2023-04-23,11.76
3283,D,Road,3,4,175,3,low,F,3,4449,0,169.75,Delayed,Low,2023-06-15,5.25
1650,F,Flight,3,4,204,3,medium,F,27,2772,1,148.92,On Time,Medium,2023-03-22,55.08
3397,D,Ship,2,4,172,5,low,M,4,4668,0,165.12,Delayed,Low,2023-09-07,6.88
4703,C,Ship,4,3,167,3,medium,M,5,5791,0,158.65,Delayed,Medium,2023-07-14,8.35
4891,D,Ship,3,4,232,3,low,F,6,4050,0,218.08,Delayed,Low,2023-06-26,13.92
9830,F,Ship,5,3,201,6,low,F,3,4025,1,194.97,On Time,Low,2023-08-02,6.03
6896,F,Ship,5,5,237,5,high,F,2,1593,1,232.26,On Time,High,2023-04-28,4.74
2705,C,Ship,3,3,257,3,low,M,64,3103,1,92.52,On Time,Low,2023-08-20,164.48
10369,D,Ship,5,2,213,3,low,M,9,5526,0,193.83,Delayed,Low,2023-01-14,19.17
6761,C,Ship,4,2,233,2,low,M,7,5546,1,216.69,On Time,Low,2023-06-04,16.31
3056,F,Ship,4,2,247,5,medium,F,17,3630,1,205.01,On Time,Medium,2023-10-27,41.99
9664,B,Ship,5,2,172,2,low,F,2,1680,0,168.56,Delayed,Low,2023-06-01,3.44
5152,B,Ship,4,3,213,3,low,M,6,5447,0,200.22,Delayed,Low,2023-05-30,12.78
1705,D,Ship,3,3,245,2,medium,F,16,2577,1,205.8,On Time,Medium,2023-10-06,39.2
3847,D,Flight,3,4,156,3,medium,M,7,4636,0,145.08,Delayed,Medium,2023-10-14,10.92
2416,B,Ship,5,2,207,2,low,F,35,2184,1,134.55,On Time,Low,2023-12-18,72.45
430,B,Ship,5,1,205,2,medium,M,27,3569,1,149.65,On Time,Medium,2023-07-02,55.35
878,F,Ship,4,1,222,3,medium,M,25,2582,1,166.5,On Time,Medium,2023-04-06,55.5
6958,B,Ship,5,2,246,3,low,M,2,4054,1,241.08,On Time,Low,2023-05-21,4.92
4082,F,Ship,3,2,229,7,high,M,3,5584,0,222.13,Delayed,High,2023-08-30,6.87
5401,D,Ship,3,5,227,4,low,F,9,4647,0,206.57,Delayed,Low,2023-06-05,20.43
5450,F,Ship,5,3,169,4,low,F,4,5683,0,162.24,Delayed,Low,2023-04-25,6.76
6378,F,Ship,3,3,237,2,low,F,2,4263,1,232.26,On Time,Low,2023-04-21,4.74
4143,A,Ship,3,1,149,2,medium,F,7,4147,1,138.57,On Time,Medium,2023-09-24,10.43
2740,B,Flight,3,4,132,2,medium,M,12,1493,1,116.16,On Time,Medium,2023-07-16,15.84
10955,C,Road,4,1,261,3,low,F,8,5206,1,240.12,On Time,Low,2023-07-29,20.88
6372,F,Ship,3,3,249,2,medium,M,9,4034,1,226.59,On Time,Medium,2023-02-15,22.41
6319,D,Flight,6,3,191,6,medium,F,2,4471,0,187.18,Delayed,Medium,2023-09-11,3.82
9855,A,Road,3,3,274,3,low,F,5,5981,1,260.3,On Time,Low,2023-04-21,13.7
4075,D,Ship,3,3,185,3,medium,M,4,4111,1,177.6,On Time,Medium,2023-11-01,7.4
9616,B,Ship,3,2,198,4,low,F,3,4172,1,192.06,On Time,Low,2023-10-07,5.94
7904,F,Ship,5,2,154,4,low,F,8,4820,0,141.68,Delayed,Low,2023-07-30,12.32
9915,A,Ship,6,2,259,4,low,F,10,2000,1,233.1,On Time,Low,2023-05-03,25.9
9286,B,Ship,3,2,253,2,low,M,8,5608,0,232.76,Delayed,Low,2023-07-02,20.24
4869,A,Ship,4,3,280,6,high,M,8,4525,0,257.6,Delayed,High,2023-06-25,22.4
2272,B,Ship,4,1,113,3,low,F,60,1200,1,45.2,On Time,Low,2023-03-14,67.8
5608,B,Road,3,1,166,2,medium,F,9,5853,1,151.06,On Time,Medium,2023-03-04,14.94
10986,F,Ship,5,1,229,5,low,F,10,1040,1,206.1,On Time,Low,2023-06-07,22.9
1509,A,Flight,4,5,259,2,medium,M,15,2381,1,220.15,On Time,Medium,2023-12-03,38.85
8504,F,Flight,3,1,202,2,medium,F,10,4412,1,181.8,On Time,Medium,2023-11-22,20.2
3381,A,Ship,4,1,163,8,medium,F,9,5489,1,148.33,On Time,Medium,2023-11-06,14.67
9064,B,Ship,6,2,225,4,low,M,6,5787,1,211.5,On Time,Low,2023-05-22,13.5
10497,A,Ship,4,1,251,2,low,F,2,4839,1,245.98,On Time,Low,2023-09-08,5.02
1354,B,Road,3,2,158,3,medium,F,39,1512,1,96.38,On Time,Medium,2023-08-05,61.62
1974,F,Ship,5,1,201,3,medium,M,19,2696,1,162.81,On Time,Medium,2023-03-29,38.19
1866,F,Ship,4,2,259,2,medium,M,54,2244,1,119.14,On Time,Medium,2023-10-17,139.86
4345,D,Ship,3,3,116,5,low,F,6,4524,0,109.04,Delayed,Low,2023-01-01,6.96
4941,A,Flight,3,5,251,3,high,F,4,4156,1,240.96,On Time,High,2023-04-02,10.04
9363,A,Ship,6,1,264,4,low,M,9,1243,0,240.24,Delayed,Low,2023-10-26,23.76
6117,A,Ship,5,3,220,3,low,F,9,5324,0,200.2,Delayed,Low,2023-03-04,19.8
5752,B,Flight,4,1,212,2,medium,F,7,5864,0,197.16,Delayed,Medium,2023-02-16,14.84
7492,B,Ship,4,2,248,6,low,M,1,1415,1,245.52,On Time,Low,2023-07-31,2.48
10500,F,Ship,3,4,239,2,low,F,10,5674,1,215.1,On Time,Low,2023-11-02,23.9
10957,D,Flight,4,3,192,4,high,M,7,4949,0,178.56,Delayed,High,2023-11-08,13.44
1352,F,Road,5,5,245,4,medium,F,12,2225,1,215.6,On Time,Medium,2023-09-03,29.4
3442,B,Flight,3,2,242,5,medium,M,6,4694,0,227.48,Delayed,Medium,2023-04-12,14.52
4495,D,Road,4,5,244,2,medium,F,7,5325,1,226.92,On Time,Medium,2023-04-21,17.08
1820,F,Ship,2,3,169,3,medium,M,48,1279,1,87.88,On Time,Medium,2023-04-12,81.12
1783,D,Flight,5,2,187,3,medium,M,11,2936,1,166.43,On Time,Medium,2023-06-14,20.57
1556,F,Ship,5,4,199,2,high,F,20,2553,1,159.2,On Time,High,2023-10-20,39.8
3220,B,Ship,5,3,212,2,low,F,7,5219,0,197.16,Delayed,Low,2023-09-16,14.84
263,C,Road,3,1,294,4,low,F,52,1089,1,141.12,On Time,Low,2023-04-17,152.88
6798,F,Ship,4,4,250,3,low,M,10,4505,0,225,Delayed,Low,2023-03-15,25
9784,B,Ship,4,3,99,6,medium,M,9,5903,0,90.09,Delayed,Medium,2023-06-09,8.91
834,F,Flight,3,4,145,6,medium,M,57,1949,1,62.35,On Time,Medium,2023-10-20,82.65
4248,F,Flight,3,5,161,3,low,M,2,4475,0,157.78,Delayed,Low,2023-12-12,3.22
6996,F,Flight,4,1,267,2,medium,M,9,5230,1,242.97,On Time,Medium,2023-06-28,24.03
2067,A,Flight,3,1,139,3,high,F,6,1269,1,130.66,On Time,High,2023-12-29,8.34
9581,C,Road,6,2,239,4,medium,F,7,4589,0,222.27,Delayed,Medium,2023-06-08,16.73
6670,B,Ship,3,1,266,5,low,M,1,5459,0,263.34,Delayed,Low,2023-06-13,2.66
5412,F,Ship,4,4,246,3,low,M,2,5473,1,241.08,On Time,Low,2023-11-14,4.92
2508,F,Ship,3,1,183,2,low,M,58,3027,1,76.86,On Time,Low,2023-07-19,106.14
9908,F,Ship,3,1,243,3,medium,M,6,5371,0,228.42,Delayed,Medium,2023-06-13,14.58
4701,A,Ship,3,1,201,3,low,F,3,4556,1,194.97,On Time,Low,2023-09-02,6.03
7669,D,Flight,5,3,269,5,low,F,3,1667,1,260.93,On Time,Low,2023-11-28,8.07
4541,C,Ship,3,2,255,7,low,F,3,5936,0,247.35,Delayed,Low,2023-01-21,7.65
10795,D,Ship,5,5,224,5,low,F,7,1505,0,208.32,Delayed,Low,2023-01-11,15.68
3437,C,Flight,2,3,160,2,high,M,3,4409,0,155.2,Delayed,High,2023-12-18,4.8
8921,C,Flight,6,2,271,4,medium,M,3,1636,0,262.87,Delayed,Medium,2023-12-31,8.13
4782,F,Road,3,4,233,3,medium,F,10,4626,0,209.7,Delayed,Medium,2023-07-07,23.3
8484,F,Road,3,2,160,2,high,M,4,4376,0,153.6,Delayed,High,2023-10-25,6.4
5229,A,Ship,5,1,233,3,low,M,10,5289,0,209.7,Delayed,Low,2023-03-31,23.3
4946,F,Flight,5,1,240,3,high,M,10,5277,0,216,Delayed,High,2023-08-22,24
6034,B,Flight,5,3,260,5,medium,M,8,1001,0,239.2,Delayed,Medium,2023-05-28,20.8
7230,F,Ship,3,5,151,2,low,M,3,5039,0,146.47,Delayed,Low,2023-08-28,4.53
3828,F,Road,3,3,182,4,low,M,10,1690,1,163.8,On Time,Low,2023-04-08,18.2
2109,A,Ship,4,2,139,3,low,M,29,1365,1,98.69,On Time,Low,2023-05-20,40.31
1351,D,Road,4,1,202,3,high,M,59,2563,1,82.82,On Time,High,2023-09-04,119.18
8896,B,Road,6,4,249,4,low,M,2,1516,0,244.02,Delayed,Low,2023-07-22,4.98
2010,F,Ship,3,5,168,4,medium,M,23,1347,1,129.36,On Time,Medium,2023-01-12,38.64
3624,F,Ship,3,3,155,3,low,F,3,5768,0,150.35,Delayed,Low,2023-07-19,4.65
8979,A,Ship,5,4,191,4,low,M,8,4566,1,175.72,On Time,Low,2023-03-02,15.28
5884,B,Road,3,2,157,2,low,F,7,5228,0,146.01,Delayed,Low,2023-08-12,10.99
2986,B,Ship,6,5,161,4,medium,F,20,1338,1,128.8,On Time,Medium,2023-08-16,32.2
9696,F,Ship,6,3,245,4,medium,M,3,1772,1,237.65,On Time,Medium,2023-07-13,7.35
8005,D,Ship,6,4,293,4,low,F,8,1145,1,269.56,On Time,Low,2023-02-17,23.44
3140,F,Road,5,3,277,3,medium,M,1,4186,1,274.23,On Time,Medium,2023-03-08,2.77
5370,F,Ship,4,2,197,3,low,F,6,5826,0,185.18,Delayed,Low,2023-01-21,11.82
2736,F,Flight,5,1,272,3,medium,M,27,2415,1,198.56,On Time,Medium,2023-04-12,73.44
3491,C,Ship,3,1,256,4,medium,F,3,4398,1,248.32,On Time,Medium,2023-06-30,7.68
5118,F,Ship,3,3,270,3,high,F,7,4690,1,251.1,On Time,High,2023-05-23,18.9
1541,C,Ship,6,5,111,6,high,F,28,1216,1,79.92,On Time,High,2023-05-21,31.08
8878,B,Ship,6,5,269,4,medium,F,7,1249,1,250.17,On Time,Medium,2023-06-12,18.83
8863,D,Ship,4,5,239,5,low,M,6,1336,0,224.66,Delayed,Low,2023-05-25,14.34
7643,C,Ship,5,2,134,4,low,M,5,5090,0,127.3,Delayed,Low,2023-07-16,6.7
10897,D,Ship,4,1,133,4,low,F,10,5258,0,119.7,Delayed,Low,2023-09-16,13.3
9372,F,Ship,6,2,191,5,low,M,1,4314,0,189.09,Delayed,Low,2023-12-09,1.91
10680,F,Road,4,4,205,2,medium,F,8,5876,0,188.6,Delayed,Medium,2023-06-19,16.4
6219,A,Ship,6,4,306,4,low,F,8,1691,1,281.52,On Time,Low,2023-10-03,24.48
8882,F,Road,6,1,256,4,low,F,7,1372,1,238.08,On Time,Low,2023-11-20,17.92
7610,F,Ship,3,3,203,3,high,M,3,5440,0,196.91,Delayed,High,2023-03-22,6.09
8749,D,Road,4,5,258,3,low,M,8,4046,1,237.36,On Time,Low,2023-06-07,20.64
1396,B,Ship,4,2,158,4,low,F,45,1758,1,86.9,On Time,Low,2023-09-04,71.1
10580,F,Ship,5,2,176,4,low,M,10,5532,0,158.4,Delayed,Low,2023-12-13,17.6
9094,B,Ship,6,5,289,4,low,M,5,1600,1,274.55,On Time,Low,2023-05-26,14.45
6484,B,Ship,4,1,251,4,low,M,3,4433,0,243.47,Delayed,Low,2023-04-18,7.53
4315,D,Ship,2,1,147,3,low,M,3,4120,1,142.59,On Time,Low,2023-03-18,4.41
8593,D,Ship,4,1,167,4,high,M,7,5264,0,155.31,Delayed,High,2023-03-12,11.69
7734,F,Ship,6,3,301,4,low,F,2,1083,0,294.98,Delayed,Low,2023-03-12,6.02
7630,B,Ship,4,1,270,3,low,F,6,5212,0,253.8,Delayed,Low,2023-10-10,16.2
1079,C,Road,3,5,272,3,medium,M,48,3780,1,141.44,On Time,Medium,2023-06-25,130.56
1896,F,Road,2,1,190,3,low,M,59,2108,1,77.9,On Time,Low,2023-03-11,112.1
1842,F,Ship,3,4,136,2,medium,F,54,1056,1,62.56,On Time,Medium,2023-11-17,73.44
5601,A,Road,3,1,232,2,medium,M,4,5806,1,222.72,On Time,Medium,2023-05-31,9.28
1225,D,Road,3,3,218,2,medium,M,9,2069,1,198.38,On Time,Medium,2023-02-21,19.62
5735,C,Road,3,5,275,2,low,F,7,4619,0,255.75,Delayed,Low,2023-01-31,19.25
5077,D,Flight,3,5,217,3,low,M,9,4306,0,197.47,Delayed,Low,2023-09-09,19.53
5471,C,Road,6,5,264,4,low,M,1,1039,1,261.36,On Time,Low,2023-11-26,2.64
3358,B,Ship,3,3,211,6,low,M,5,5777,1,200.45,On Time,Low,2023-03-28,10.55
2081,C,Ship,3,4,196,3,low,F,52,2129,1,94.08,On Time,Low,2023-10-04,101.92
3301,D,Flight,3,1,230,3,medium,F,6,4392,0,216.2,Delayed,Medium,2023-04-29,13.8
369,A,Ship,3,5,103,3,low,M,3,1403,1,99.91,On Time,Low,2023-04-01,3.09
3958,B,Road,3,3,250,3,low,F,5,4625,0,237.5,Delayed,Low,2023-12-14,12.5
6939,A,Ship,5,4,271,3,low,M,3,5218,1,262.87,On Time,Low,2023-02-10,8.13
2215,D,Ship,4,2,182,2,medium,F,54,3261,1,83.72,On Time,Medium,2023-03-30,98.28
1587,A,Ship,4,5,181,2,medium,M,59,2239,1,74.21,On Time,Medium,2023-08-22,106.79
1797,A,Flight,4,1,242,2,low,M,34,3966,1,159.72,On Time,Low,2023-12-08,82.28
3071,C,Ship,5,3,206,4,low,M,18,3104,1,168.92,On Time,Low,2023-05-02,37.08
6060,F,Ship,3,4,168,3,low,M,5,5964,0,159.6,Delayed,Low,2023-07-01,8.4
6800,F,Ship,3,4,265,10,low,M,10,4049,0,238.5,Delayed,Low,2023-10-19,26.5
5426,F,Ship,4,4,200,4,low,F,3,5583,1,194,On Time,Low,2023-07-02,6
4148,F,Ship,5,1,235,3,low,F,7,5061,0,218.55,Delayed,Low,2023-02-01,16.45
8681,C,Ship,5,1,137,2,low,M,9,4580,1,124.67,On Time,Low,2023-11-08,12.33
9227,C,Ship,4,2,247,2,medium,M,7,4955,1,229.71,On Time,Medium,2023-11-24,17.29
1200,F,Ship,6,5,135,5,low,M,55,1078,1,60.75,On Time,Low,2023-12-06,74.25
6103,D,Ship,4,3,170,2,low,M,3,4587,1,164.9,On Time,Low,2023-04-03,5.1
7047,A,Ship,3,4,175,3,low,M,8,4274,1,161,On Time,Low,2023-12-29,14
6266,F,Ship,4,4,217,6,medium,M,9,1974,0,197.47,Delayed,Medium,2023-08-11,19.53
6123,A,Ship,5,4,275,2,medium,M,10,5395,1,247.5,On Time,Medium,2023-05-29,27.5
118,B,Road,4,3,265,2,medium,F,31,2326,1,182.85,On Time,Medium,2023-05-28,82.15
10573,D,Ship,5,1,208,2,low,F,9,4887,0,189.28,Delayed,Low,2023-04-24,18.72
2703,A,Ship,5,3,244,3,low,F,52,3118,1,117.12,On Time,Low,2023-12-13,126.88
5464,B,Road,6,4,285,4,medium,M,9,1180,0,259.35,Delayed,Medium,2023-07-05,25.65
96,F,Ship,2,3,235,3,low,M,57,2034,1,101.05,On Time,Low,2023-12-23,133.95
4860,F,Ship,5,3,231,2,low,M,8,5743,1,212.52,On Time,Low,2023-05-20,18.48
4383,A,Flight,2,2,204,4,high,M,5,5382,0,193.8,Delayed,High,2023-06-26,10.2
3544,B,Road,5,5,265,3,high,F,3,5837,1,257.05,On Time,High,2023-05-03,7.95
2055,A,Flight,3,1,145,2,low,M,28,1313,1,104.4,On Time,Low,2023-03-22,40.6
3934,B,Ship,6,3,280,3,low,M,7,4620,1,260.4,On Time,Low,2023-08-26,19.6
4570,B,Ship,4,5,136,3,medium,M,7,4817,1,126.48,On Time,Medium,2023-05-26,9.52
